instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
7331,376,62,25,55
3759,773,163,58,119
3909,152,13,11,15
6501,389,62,24,110
6840,773,163,55,62
830,143,12,11,14
44275,1017,174,123,131
3219,402,71,27,67
828,540,74,36,67
7331,143,13,12,18
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11431,1148,144,88,131
14595,1401,206,97,187
830,147,13,11,15
6596,539,73,43,64
4027,397,60,27,53
828,200,73,37,69
7418,502,11,11,13
3197,396,62,31,58
7339,558,73,38,62
828,143,12,12,17
3199,551,73,36,71
7337,385,60,28,52
830,540,73,38,68
4027,151,12,11,15
6558,398,60,26,51
2708,591,73,39,67
2147,160,12,12,16
6525,393,61,27,57
830,147,12,11,11
4036,555,73,38,66
6481,392,60,25,51
828,191,72,38,71
4027,536,13,10,21
6481,416,60,27,48
830,156,13,10,16
4027,578,75,36,66
6594,402,62,26,49
828,152,12,39,69
4056,578,73,9,14
6914,447,62,50,51
3645,415,91,44,65
4047,557,85,35,69
6529,545,73,37,64
6261,482,116,50,76
828,566,74,37,71
7359,147,12,10,15
3210,388,61,27,54
10244,789,165,61,122
828,155,12,10,14
3228,368,61,25,52
828,162,13,10,15
43596,878,148,112,119
3197,398,60,29,54
830,140,13,9,15
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6652,551,73,50,69
16193,1765,217,113,219
10641,947,134,72,127
828,175,13,11,18
6501,398,61,26,68
4047,543,74,38,56
830,194,13,12,19
6529,439,74,41,70
29127,2233,245,455,182
828,208,13,13,17
6517,599,72,46,74
4035,413,59,30,58
830,158,13,13,20
7420,619,71,43,68
3199,405,59,29,56
828,161,12,13,64
7346,593,74,43,25
3197,543,72,41,80
7311,426,60,29,56
